alpha,D,n,trial,t_EFT,t_EST,t_SD,count_EFT,count_EST,count_SD
1.0,10,65536,7,0.04092089999903692,0.037536900003033224,0.03150380000442965,43440,42411,11
1.0,10,65536,8,0.03935549999732757,0.03800819999742089,0.031280399998649955,43450,42409,13
1.0,10,65536,9,0.03854390000196872,0.03811619999760296,0.03193679999822052,43454,42399,9
1.0,10,65536,10,0.03942829999868991,0.038846000003104564,0.031016499997349456,43289,42231,15
1.0,10,131072,1,0.08102230000076815,0.08178610000322806,0.06256049999501556,86682,84586,11
1.0,10,131072,2,0.07936149999295594,0.07830489999469137,0.064599499994074,86671,84585,8
1.0,10,131072,3,0.08425919999717735,0.08456339999975171,0.06016770000132965,86761,84719,10
1.0,10,131072,4,0.08207019999827025,0.08141440000326838,0.06089559999963967,86700,84593,11
1.0,10,131072,5,0.07890420000330778,0.07915320000029169,0.06525600000168197,86778,84722,8
1.0,10,131072,6,0.07873580000159563,0.07784530000208179,0.06380589999753283,86638,84478,15
1.0,10,131072,7,0.07845760000054725,0.07860810000420315,0.06292340000072727,86632,84524,15
1.0,10,131072,8,0.07900019999942742,0.07805990000633756,0.06340479999926174,86758,84679,9
1.0,10,131072,9,0.08082719999947585,0.08256809999875259,0.06361309999920195,86777,84755,9
1.0,10,131072,10,0.08216499999980442,0.07790860000386601,0.06307280000328319,86851,84780,12
1.0,10,262144,1,0.16558150000491878,0.1626763000022038,0.1280938000054448,173496,169375,17
1.0,10,262144,2,0.16554369999357732,0.16539819999889005,0.1271573999983957,173095,168854,11
1.0,10,262144,3,0.16717729999800213,0.16816019999532728,0.12940319999324856,173450,169199,9
1.0,10,262144,4,0.17050819999712985,0.1686896000028355,0.1357745999994222,172958,168663,10
1.0,10,262144,5,0.16825750000134576,0.16764979999425123,0.13080429999536136,173287,169103,12
1.0,10,262144,6,0.16998950000561308,0.16688939999585273,0.128907899998012,173080,168855,15
1.0,10,262144,7,0.16863800000282936,0.1657243000008748,0.13069899999391055,173465,169255,16
1.0,10,262144,8,0.17367680000461405,0.16910539999662433,0.13149369999882765,173092,168912,11
1.0,10,262144,9,0.17126130000542616,0.1685079999951995,0.1316542999993544,173200,168961,14
1.0,10,262144,10,0.1720421999998507,0.16729230000055395,0.13136389999999665,173383,169193,11
1.0,10,524288,1,0.3422430999999051,0.33992350000335136,0.263600199999928,345971,337656,14
1.0,10,524288,2,0.34768619999522343,0.338902199997392,0.2567473000017344,346390,337922,14
1.0,10,524288,3,0.3386324999955832,0.3378448000003118,0.2621806999959517,346685,338189,16
1.0,10,524288,4,0.3398693000053754,0.3429911000057473,0.2691065000035451,346705,338388,13
1.0,10,524288,5,0.3492885000014212,0.34083239999745274,0.2663033999997424,346635,338266,12
1.0,10,524288,6,0.3472075000026962,0.34457860000111395,0.2675273999993806,346070,337681,12
1.0,10,524288,7,0.3407579999984591,0.3462502999973367,0.25706889999855775,346553,338098,21
1.0,10,524288,8,0.35152280000329483,0.350750199999311,0.2715583999961382,346542,338061,14
1.0,10,524288,9,0.3501262999998289,0.34159579999686684,0.26630110000405693,346640,338300,17
1.0,10,524288,10,0.3627386000007391,0.3466716000039014,0.2660648999953992,346814,338455,15
1.0,10,1048576,1,0.7051445999968564,0.7002118000018527,0.5379943000007188,693702,676848,13
1.0,10,1048576,2,0.7052683000001707,0.6953521000032197,0.5258076000027359,693292,676491,9
1.0,10,1048576,3,0.7393043999982183,0.7041931999992812,0.5307073000003584,693235,676548,12
1.0,10,1048576,4,0.7016529999964405,0.7199276000028476,0.5410895999957575,693495,676790,19
1.0,10,1048576,5,0.6951821000038763,0.6940375000049244,0.5226683000000776,693569,676842,9
1.0,10,1048576,6,0.7033528000029037,0.712950399996771,0.5263121000025421,692996,676111,16
1.0,10,1048576,7,0.7024041999975452,0.6975900000034017,0.5274923000033596,693299,676292,18
1.0,10,1048576,8,0.7042707000000519,0.7010209000000032,0.534929599998577,693541,676845,11
1.0,10,1048576,9,0.7059239000009256,0.7095763999968767,0.5275056999962544,692652,675945,15
1.0,10,1048576,10,0.7178105999992113,0.7111344000004465,0.5399926000027335,693426,676831,11
5.0,10,1024,1,0.0005311999993864447,0.0005259999961708672,0.0004935999968438409,917,916,6
5.0,10,1024,2,0.000534200000402052,0.0005267000015010126,0.0004821999973501079,935,935,7
5.0,10,1024,3,0.0005395000043790787,0.000545599999895785,0.0004988999935449101,931,931,6
5.0,10,1024,4,0.0005318999974406324,0.0005249000023468398,0.00049560000479687,912,908,9
5.0,10,1024,5,0.0005433999976958148,0.0005975999956717715,0.0005116000029374845,916,915,10
5.0,10,1024,6,0.0005432000034488738,0.0005350999999791384,0.0004958999998052604,924,924,4
5.0,10,1024,7,0.0005585000035353005,0.0005418000000645407,0.0005027999941376038,914,912,7
5.0,10,1024,8,0.0005428000004030764,0.0005459999956656247,0.000501900001836475,922,922,4
5.0,10,1024,9,0.000552999998035375,0.0005423000038717873,0.000494699997943826,915,913,11
5.0,10,1024,10,0.0005544999949051999,0.0005548000044655055,0.0004947000052197836,935,935,8
5.0,10,2048,1,0.0010722000006353483,0.0010866000011446886,0.0010349000003770925,1856,1853,7
5.0,10,2048,2,0.0012257000053068623,0.0010973000025842339,0.0009550000031595118,1850,1849,14
5.0,10,2048,3,0.0009888000058708712,0.0010528999991947785,0.0009968999947886914,1846,1843,8
5.0,10,2048,4,0.00104750000173226,0.0010484000013093464,0.0010580000016489066,1851,1847,5
5.0,10,2048,5,0.0011022000035154633,0.0011477000007289462,0.0010053000005427748,1841,1839,13
5.0,10,2048,6,0.0010774000038509257,0.001061499999195803,0.0010333000027458183,1851,1849,6
5.0,10,2048,7,0.0011720000038621947,0.001142400004027877,0.0010820000024978071,1855,1852,8
5.0,10,2048,8,0.0011019000012311153,0.0010967999987769872,0.0010343999965698458,1855,1855,7
5.0,10,2048,9,0.0011146999968332238,0.001126099996326957,0.001037699999869801,1864,1861,8
5.0,10,2048,10,0.001152700002421625,0.0010917999970843084,0.0010564999975031242,1855,1848,9
5.0,10,4096,1,0.002239100002043415,0.0022303000005194917,0.0020416000043042004,3681,3677,9
5.0,10,4096,2,0.0020796999961021356,0.002081800004816614,0.0018647999968379736,3704,3699,5
5.0,10,4096,3,0.0021818999957758933,0.00218499999755295,0.0019589000003179535,3681,3677,5
5.0,10,4096,4,0.0025214999986928888,0.0022334000022965483,0.002124299993738532,3705,3701,10
5.0,10,4096,5,0.0021705999970436096,0.0021742999961134046,0.002043300002696924,3708,3701,9
5.0,10,4096,6,0.002289500000188127,0.002288099996803794,0.0021143000049050897,3658,3654,7
5.0,10,4096,7,0.0023344000001088716,0.0024685999960638583,0.0021771999963675626,3697,3692,7
5.0,10,4096,8,0.0022559999997611158,0.0023406999971484765,0.0020636000044760294,3723,3721,8
5.0,10,4096,9,0.002173100001527928,0.002290999997057952,0.002129899999999907,3684,3676,10
5.0,10,4096,10,0.0022450999967986718,0.002364399995713029,0.002381099999183789,3695,3690,7
5.0,10,8192,1,0.004941599996527657,0.0047374999994644895,0.004182799995760433,7381,7372,11
5.0,10,8192,2,0.0047474999955738895,0.004580600005283486,0.0036448000028030947,7382,7370,11
5.0,10,8192,3,0.004724200000055134,0.0048944000009214506,0.004244499999913387,7385,7379,15
5.0,10,8192,4,0.004458600000361912,0.004537000000709668,0.004163499994319864,7413,7399,9
5.0,10,8192,5,0.004784499993547797,0.004810899998119567,0.004288800002541393,7372,7358,16
5.0,10,8192,6,0.004767799997352995,0.004829099998460151,0.00425550000363728,7363,7346,8
5.0,10,8192,7,0.004876600003626663,0.004479600000195205,0.003988500000559725,7409,7400,4
5.0,10,8192,8,0.004659300000639632,0.0045922999997856095,0.0039877999952295795,7377,7365,16
5.0,10,8192,9,0.004299000000173692,0.004634400000213645,0.003915100001904648,7352,7340,10
5.0,10,8192,10,0.004278000000340398,0.004442899997229688,0.0038553999984287657,7395,7384,10
5.0,10,16384,1,0.009064999998372514,0.009560200000123587,0.008001700000022538,14779,14754,11
5.0,10,16384,2,0.009333400004834402,0.009201300003041979,0.008589600001869258,14756,14730,11
5.0,10,16384,3,0.009500100000877865,0.009729299999889918,0.007685000004130416,14811,14788,10
5.0,10,16384,4,0.009949300001608208,0.009271199996874202,0.008589900004153606,14768,14751,8
5.0,10,16384,5,0.009038299998792354,0.009355700000014622,0.008167699998011813,14763,14739,16
5.0,10,16384,6,0.009476200000790413,0.009539300001051743,0.008430199995927978,14724,14702,17
5.0,10,16384,7,0.009372199994686525,0.009390599996550009,0.008464899998216424,14777,14752,7
5.0,10,16384,8,0.008879799999704119,0.009434599996893667,0.008218699993449263,14730,14708,10
5.0,10,16384,9,0.009719200003019068,0.009834500000579283,0.00829410000005737,14811,14790,8
5.0,10,16384,10,0.00967520000267541,0.009521300002234057,0.008200899996154476,14828,14801,6
5.0,10,32768,1,0.019925299995520618,0.020222799998009577,0.01664780000282917,29584,29543,12
5.0,10,32768,2,0.019549700002244208,0.01965530000597937,0.015672599998652004,29624,29587,11
5.0,10,32768,3,0.018795300005876925,0.02013759999681497,0.016357999993488193,29590,29548,13
5.0,10,32768,4,0.019120699995255563,0.020141000000876375,0.01663189999817405,29551,29512,9
5.0,10,32768,5,0.019431499997153878,0.01981530000193743,0.016702900000382215,29462,29410,10
5.0,10,32768,6,0.019649300003948156,0.019937400000344496,0.01693850000447128,29465,29404,11
5.0,10,32768,7,0.018955799998366274,0.019417599993175827,0.016381200002797414,29597,29548,14
5.0,10,32768,8,0.01944970000477042,0.020153100005700253,0.016779700003098696,29587,29542,12
5.0,10,32768,9,0.018291099993803073,0.01976969999668654,0.01653420000366168,29536,29504,19
5.0,10,32768,10,0.018860899996070657,0.018783300001814496,0.015675199996621814,29591,29548,5
5.0,10,65536,1,0.03947570000309497,0.040653500000189524,0.03252510000311304,59105,59018,9
5.0,10,65536,2,0.04166540000005625,0.03879479999886826,0.03174359999684384,59086,58997,14
5.0,10,65536,3,0.04045619999669725,0.04043200000160141,0.03355759999976726,59184,59091,11
5.0,10,65536,4,0.04224209999665618,0.040290400000230875,0.03355810000357451,59109,59025,15
5.0,10,65536,5,0.04055740000330843,0.04033289999642875,0.03145510000467766,59020,58930,10
5.0,10,65536,6,0.04034710000269115,0.04000819999782834,0.03296059999411227,59029,58943,6
5.0,10,65536,7,0.03906039999856148,0.039987700001802295,0.031616300002497155,59160,59075,14
5.0,10,65536,8,0.04043910000473261,0.04081009999936214,0.03344459999789251,59247,59158,15
5.0,10,65536,9,0.0404595999934827,0.040555800005677156,0.03297819999716012,59041,58930,11
5.0,10,65536,10,0.03954439999506576,0.04064880000078119,0.032499699998879805,59127,59059,10
5.0,10,131072,1,0.08159410000371281,0.08323939999536378,0.06598129999474622,118327,118165,16
5.0,10,131072,2,0.08466670000052545,0.08248779999848921,0.0642946000007214,118271,118102,18
5.0,10,131072,3,0.08349679999810178,0.0812895999988541,0.062397200003033504,118218,118060,12
5.0,10,131072,4,0.0853724999979022,0.08334269999613753,0.06597499999770662,118241,118054,13
5.0,10,131072,5,0.08478749999630963,0.0832827999984147,0.06534280000050785,118367,118170,8
5.0,10,131072,6,0.08400540000002366,0.08250090000365162,0.06522469999617897,118249,118077,9
5.0,10,131072,7,0.08733560000109719,0.08408309999504127,0.07038910000119358,118264,118085,11
